Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
Catherine Schmid-Maybach,other,"Member of the Maybach automotive family whose $50,000 wire transfer appears in Deutsche Bank records connected to Epstein financial entities.",Catherine Schmid Maybach; Catherine Schmid; Catherine Maybach,0,32,0,No,American
Cathy Alexander,associate,Co-manager of Epstein's Little St. James island alongside husband Miles Alexander (1999-2007),,0,492,0,No,South African
Cecilia Steen (Duplicate),associate,Employee,(Duplicate); Cecilia (Duplicate); Cecilia Steen,0,420,0,No,
Charisma Edge Lamine,associate,Subject of discussion or investigation.,Lamine; Charisma Lamine,0,107,0,No,
Charisma Owens,associate,Sender of the email,,0,93,0,No,
Charles Althorp,other,Princess Diana's brother.,Charlie Althorp; Chuck Althorp,0,3,0,No,
Charles Delevingne,socialite,Property developer listed in Epstein's black book.,Charlie Delevingne; Chuck Delevingne,0,0,0,Yes,British
Charles Edward Small,other,Person of interest and romantic partner of Mary Small; linked to the recruitment of a trafficking victim around 2001 to 2002 via a 2023 FBI memorandum. Also appears in Virgin Islands financial records.,Small; Charles Small; Charlie Edward Small; Chuck Edward Small,0,2195,0,No,
Charles Gasparino,other,Financial journalist listed in Epstein's black book.,Charlie Gasparino; Chuck Gasparino,0,0,0,Yes,American
Charles Harper,academic,Scientist/theologian; met Epstein to discuss science; EFTA01822442.,Charlie Harper; Chuck Harper,0,166,0,No,American
Charles Johnson,other,Media figure; FBI 302 witness alleging Epstein-Israeli intelligence connections.,Chuck Johnson; Charles C. Johnson; Charlie Johnson,0,113,0,No,American
Charles McGonigal,military-intelligence,Former FBI New York counterintelligence chief; convicted of conspiring with sanctioned Russian oligarch Oleg Deripaska; sentenced to 50 months; held jurisdiction over Epstein's Manhattan operations during 2016-2018.,McGonigal; Charlie McGonigal; Chuck McGonigal,0,20,0,No,American
Charles Shank,academic,Former LBNL director; Epstein seminar participant; received Epstein funding.,Charlie Shank; Chuck Shank,0,28,0,No,American
Charles Spencer,socialite,9th Earl Spencer listed in Epstein's black book.,9th Earl Spencer; Charlie Spencer; Chuck Spencer,0,144,0,Yes,British
Charlie Crist,politician,Florida Governor (2007-2011); Epstein sought clemency from him before leaving office.,Charles Crist; Governor Crist; Charlie Crist Jr.,0,30,0,No,
Chelsea Clinton,politician,"Vice Chair, Clinton Foundation; Maxwell attended her 2010 wedding.",Chelsea Victoria Clinton; Chelsea Clinton Mezvinsky,0,428,0,No,American
Chelsea Handler,celebrity,Comedian; attended Epstein's December 2010 dinner for Prince Andrew; called it awkward; only known encounter.,,0,44,0,No,American
Cher,celebrity,"Singer/actress (""Goddess of Pop""); on DOJ 305 list; likely cited in media or entertainment content in files; no direct connection.",Cherilyn Sarkisian,0,0,0,No,American
Chief Psychologist,associate,Psychologist at MCC New York who evaluated Epstein.,,0,530,0,No,
Chip Packard,business,"Head of Deutsche Bank Wealth Management Americas; approved Epstein as a client, named in NYDFS $150M fine.",Charles Packard; Charles 'Chip' Packard,0,860,0,No,American
Chris Blackhurst,other,British journalist; articles referenced in Epstein files.,,0,0,0,No,
Chris Dodd,politician,"Former CT senator and MPAA chairman; received and returned $1,000 Epstein campaign donation in 2003-2006; listed in Epstein black book.",Christopher John Dodd; Christopher Dodd,0,403,0,Yes,American
Christian Kjaer,associate,Danish businessman; owned Great St. James island; Epstein used fraud to circumvent his refusal to sell.,,0,31,0,No,Danish
Christie Brinkley,celebrity,Supermodel; listed in Epstein's black book; Hamptons social scene overlap.,,0,86,0,Yes,American
Christina Pryor,military-intelligence,"FBI Special Agent on the 2006 federal Epstein investigation; early reports documented ""ample proof"" of crimes; later reviewed Alfredo Rodriguez's victim journal; referenced in EFTA01326139.",,0,84,0,No,American
Christine Mazzella,associate,Special Agent - IRS,,0,2,0,No,
Christine Murray,associate,NYSD court staff or clerk.,,0,157,0,No,
Christof Koch,academic,Neuroscientist who attended Epstein's 2011 island Mindshift Conference.,,0,179,0,No,American
Christopher Mason,other,Journalist listed in Epstein's black book.,Chris Mason,0,344,0,Yes,British-American
Christopher Sheehan,associate,Landscape Manager,Chris Sheehan,0,47,0,No,
Chuck Yeager,associate,Referenced in a Myspace profile comment.,Charles Yeager,0,7,0,No,
Cindy Crawford,celebrity,Supermodel; 3 black book numbers; named in Epstein social diary documents at industry events.,Cynthia Ann Crawford,0,97,0,Yes,American
Clare Probert,associate,Executive Assistant to Mort Zuckerman; scheduled Epstein-Zuckerman meetings over a 10-year period.,,0,164,0,No,
Clarence Thomas,other,Associate Justice of the Supreme Court of the United States.,,0,44,0,No,
Claudia Schiffer,celebrity,German supermodel; appears in 4 DOJ documents; no confirmed black book listing; no allegations.,,0,4,0,Yes,German
Cledus McTavern,associate,Myspace user commenting on someone's profile.,,0,11,0,No,
Clint Hope,other,Technology consultant connected to Bran Ferren and Danny Hillis. Recommended to Epstein in December 2009 by Dan Dubno as a resource for encryption and decryption consulting.,,0,2030,0,No,American
Colleen Maloof,associate,Business owner,,0,7,0,No,
Conchita Sarnoff,other,Investigative journalist; broke Epstein story for Daily Beast 2010; author of TrafficKing.,,0,72,0,No,American
Connie Rodgers,associate,Pilot,,0,433,0,No,
Conrad Black,business,Media baron; former owner of the Daily Telegraph.,Lord Black of Crossharbour,0,227,0,Yes,Canadian-British
Conrad Hilton,business,Hotel heir listed in Epstein's black book.,Barron Hilton,0,61,0,Yes,American
Corina Tarnita,academic,Princeton ecologist mentioned 344+ times in Epstein DOJ files.,Corina Elena Tarnita,0,241,0,No,Romanian-American
Cory Booker,politician,NJ Senator; named on Observer gala invitation sent to Epstein in 2013.,Booker,0,60,0,No,American
Cosima von Bulow,socialite,Socialite listed in Epstein's black book.,Cosima Pavoncelli; Bulow; Cosima Bulow,0,3,0,Yes,American
Cosmo Fry,socialite,Socialite listed in Epstein's black book.,,0,16,0,Yes,British
Courtney Love,celebrity,"American rock musician (Hole), actress, and widow of Kurt Cobain. Listed in Epstein's black book with three phone numbers; her name was circled by former house manager Alfredo Rodriguez. In a 2010 MTV interview, warned young women not to accept limousine rides from Epstein; the clip resurfaced after his 2019 arrest. Named as proposed panelist for an Epstein-linked science-culture series. No allegations of wrongdoing.",Courtney Michelle Love,0,485,0,Yes,American
Craig Venter,academic,Genome scientist; synthetic biology pioneer; connected through Edge Foundation science network.,J. Craig Venter,0,319,0,No,American
Crew members,associate,Pilots or crew operating aircraft N722JE.,,0,3930,0,No,
Crown Princess Mette-Marit,royalty,"Crown Princess of Norway; 1,000+ mentions in Epstein files, publicly apologized.",Mette-Marit Tjessem Hoiby; Mette-Marit Tjessem Høiby; Mette; Kronprinsessen; H.K.H. Kronprinsessen; HKH Kronprinsessen; Mette-Marit; Crown Mette-Marit; Crown Princess Mette; Crown Princess Marit,0,50,0,No,Norwegian
Cuthbert Titre,other,"Employee at Jeffrey Epstein's Little St. James island, nicknamed Smiley, responsible for pool maintenance and reverse osmosis plant operations.",,0,268,0,No,
Cy Vance,legal,Former Manhattan DA whose office sought to lower Epstein's sex offender status.,Cyrus Roberts Vance Jr.,0,71,0,No,American
Cynthia Rodriguez,business,"Deutsche Bank Associate; replaced Amanda Kirby on Epstein accounts, handled High Risk KYC approvals (2016-2018)",,0,2727,0,No,
Cédric Villani,academic,Fields Medal mathematician and former French MP who met Epstein but cut contact after discovering his criminal history.,,0,60,0,No,French
D. Mebane,associate,Case manager at MCC NY.,,0,35,0,No,
DOJ Redaction,associate,The individual whose personal information is contained in the document.,,0,28,0,No,
Dan Ariely,academic,Duke behavioral economist named 636 times in Epstein DOJ files.,Daniel Ariely,0,750,0,No,Israeli-American
Dan Dubno,business,Multi-Emmy-winning CBS/PBS producer and technologist. Appears in 338 EFTA documents. Regular correspondent with Epste...,Daniel Dubno,0,436,0,No,American
Dan Quayle,politician,Former VP; chairman at Cerberus Capital (360 Epstein file mentions); on DOJ 305 list.,Quayle; James Danforth Quayle; Daniel Quayle,0,23,0,No,American
Dangene McKay-Bailey,business,"Business owner in modeling, spa, and nightclub industries.",Dangene McKay; Dangene Bailey,0,14,0,No,American
Daniel Aronoff,associate,Sender of letters to David Parse.,Dan Aronoff,0,2,0,No,
Daniel D. Villanueva,associate,"Investor from Los Angeles, Calif.",Villanueva; Daniel Villanueva; Dan D. Villanueva,0,7,0,No,
Daniel Dennett,academic,Philosopher and cognitive scientist; flew on Epstein's plane to TED (deceased),Daniel Clement Dennett III; Dan Dennett,0,145,0,No,American
Daniel Kahneman,academic,"Nobel laureate psychologist; direct emails with Epstein, listed on seminar attendee lists.",Dan Kahneman; Danny Kahneman,0,336,0,No,Israeli-American
Daniel Redefie,associate,Pilot,Dan Redefie,0,2,0,No,
Daniel Rodgers,associate,Pilot,Dan Rodgers,0,457,0,No,
Daniel Sabba,business,"Deutsche Bank Director; had direct personal contact with Epstein, sent confidential market intelligence.",Dan Sabba,0,2769,0,No,Brazilian
Danny Vicars,associate,Danny Vicars served as a maintenance supervisor at Epstein's Little St. James island compound (LSJ) and is listed in staff employment records as part of the permanent island team.,,0,1324,0,No,
Daria Burak,associate,"Novosibirsk model who became Epstein's full assistant by 2019, screening candidates and organizing travel. Brought her 18-year-old sister to Epstein one week before his arrest.",,0,8,0,No,Russian
Darrin Howard,associate,Regional Counsel for the Federal Bureau of Prisons whose emails were searched in a New York Times FOIA lawsuit about the circumstances of Jeffrey Epstein's death at MCC New York.,,0,290,0,No,
Dasha Zhukova,socialite,Russian-American art dealer and socialite; ex-wife of Roman Abramovich; photographed with Ghislaine Maxwell.,Darya Alexandrovna Zhukova,0,84,0,No,
Dashawn Robertson,associate,Defendant,,0,107,0,No,
Dave Rodgers,associate,Pilot and flight operations coordinator for Epstein aircraft. Handled crew visas and landing permits.,,0,1972,0,No,American
David A. Ross,other,Former Whitney Museum director; post-conviction Epstein friend; resigned Feb 2026.,David Ross; Dave A. Ross,0,467,0,No,American
David Benhamou,associate,Non-attorney personnel on the case.,Dave Benhamou,0,6,0,No,
David Bowie,celebrity,Legendary British musician (deceased January 2016). Listed in Epstein's black book. Name appears in DOJ files through press releases and media materials. No personal contact documented. No wrongdoing alleged.,David Robert Jones; Dave Bowie,0,106,0,Yes,British
David Copperfield,celebrity,Illusionist; 5 black book numbers; Giuffre testified he appeared aware of Epstein's conduct.,David Seth Kotkin; Dave Copperfield,0,366,0,Yes,American
David Donoho,academic,Stanford statistician; Abel Prize; suggested for Epstein seminar.,Dave Donoho,0,7,0,No,American
David Elbaum,associate,Attorney who worked on expert testimony issues.,Dave Elbaum,0,3,0,No,
David Geffen,business,"American billionaire entertainment mogul. Co-founder of DreamWorks SKG and founder of Geffen Records. Listed in Epstein's black book alongside Spielberg, Katzenberg, and Lucas. Named on St. Barths guest lists compiled for Epstein's social circle.",Dave Geffen,0,659,0,Yes,American
David Gelernter,academic,Yale CS professor who called Epstein one of the smartest men he met.,David Hillel Gelernter; Dave Gelernter,0,539,0,No,American
David Gergen,politician,"CNN analyst and Harvard Kennedy School director; Epstein invited him to lunch with Bill Gates (Feb 2013); multiple direct emails from Epstein; coordinated meetings in Cambridge; 1,013 EFTA documents.",Dave Gergen,0,1013,0,No,American
David Grosof,associate,"Neuroscientist and entrepreneur who maintained a personal friendship with Epstein spanning decades, appearing in his 1990s address book.",David H. Grosof,0,346,0,No,American
David Gross,academic,Nobel physicist who attended Epstein-funded 2006 Confronting Gravity conference on St. Thomas alongside Hawking and Thorne.,Dave Gross,0,3121,0,No,American
David Hodge,associate,Pilot,Dave Hodge,0,71,0,No,
David Koch,business,Billionaire industrialist; co-owner of Koch Industries.,David Hamilton Koch; Dave Koch,0,356,0,Yes,American
David L. Stone,associate,"Individual whose name appears in Epstein case documents across financial records, law firm correspondence, and political donation filings. References to Stone in the document set include Deutsche Bank wire transfer records involving the firm Stone and Magnani NJ LLP, UBS financial services materials, and public records reflecting political contributions, suggesting a professional or financial connection documented in the case files.",Stone; David Stone; Dave L. Stone,0,771,0,No,
David Lal,associate,Contact listed in Epstein's black book.,Dave Lal,0,31,0,Yes,American
David Ledefus,associate,Pilot,Dave Ledefus,0,2,0,No,
David Malekian,associate,Pilot,Dave Malekian,0,2,0,No,
David Manners,socialite,British aristocrat listed in Epstein's black book.,11th Duke of Rutland; Dave Manners,0,51,0,Yes,British
David Martinez,business,Financier listed in Epstein's black book.,Dave Martinez,0,123,0,Yes,Mexican
David Nodgyne,associate,Pilot,Dave Nodgyne,0,2,0,No,
David Pedgeon,associate,Pilot,Dave Pedgeon,0,2,0,No,
David Pegg,associate,Guardian journalist who sent media enquiries to Epstein's lawyers seeking comment on Swiss financial matters.,,0,24,0,No,British
David Perry QC,associate,Author of the expert opinion on extradition law.,David QC; David Perry; Dave Perry QC,0,13,0,No,
David Pottruck,business,Former Charles Schwab CEO listed in Epstein's black book.,Dave Pottruck,0,6,0,Yes,American
David R. Ridgway,associate,Pilot,Ridgway; David Ridgway; Dave R. Ridgway,0,12,0,No,
David R. Roberts,associate,Pilot,Roberts; David Roberts; Dave R. Roberts,0,5,0,No,
David R. Rutledge,associate,Pilot,Rutledge; David Rutledge; Dave R. Rutledge,0,3,0,No,
